Transaction_ID,Lead_ID,Account_ID,Product_ID,Close_Date,Qty,Unit_Price,Total_Amount,Lead_Source,Created_Date,Status,Lead_Score,Company_Name,Market,Country,Industry,Account_Tier,Product_Name,Category,Unit_Cost,Total_Cost,Gross_Profit,Profit_Margin_%,Month
T370,L020,ACC07,P001,2024-03-03,13500,465.0,6277500.0,Referral,2024-04-12,Converted,87,Adani Group,Domestic,India,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,2700000.0,3577500.0,56.98924731182796,2024-03
T371,L021,ACC36,P005,2024-09-21,19500,870.0,16965000.0,LinkedIn,2024-02-27,Converted,16,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,9750000.0,7215000.0,42.5287356321839,2024-09
T372,L023,ACC11,P008,2024-09-23,9500,850.0,8075000.0,Website,2024-11-08,Converted,74,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,3800000.0,4275000.0,52.94117647058824,2024-09
T373,L025,ACC46,P010,2024-07-06,14000,526.5,7371000.0,Outbound,2024-09-20,Converted,70,ITC Limited,International,India,Oil & Gas,Enterprise,SuperMENitrex,Media,290.0,4060000.0,3311000.0,44.91927825261159,2024-07
T374,L026,ACC21,P001,2024-12-31,21000,465.0,9765000.0,Website,2024-06-23,Converted,40,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18H,Cation,200.0,4200000.0,5565000.0,56.98924731182796,2024-12
T375,L028,ACC43,P002,2024-05-07,17500,560.0,9800000.0,LinkedIn,2024-11-23,Converted,40,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperExC18Na,Cation,250.0,4375000.0,5425000.0,55.35714285714286,2024-05
T376,L030,ACC36,P006,2024-06-28,20500,630.0,12915000.0,Website,2024-10-28,Converted,36,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14OH,Anion,350.0,7175000.0,5740000.0,44.44444444444444,2024-06
T377,L031,ACC22,P003,2024-02-29,6000,612.5,3675000.0,Outbound,2024-07-27,Converted,81,Power Grid Corporation of India,International,USA,Pharma,Enterprise,EDMAXG,Mixed Bed,250.0,1500000.0,2175000.0,59.183673469387756,2024-02
T378,L033,ACC21,P005,2024-04-18,3500,870.0,3045000.0,Website,2024-03-03,Converted,14,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExA14Cl,Anion,500.0,1750000.0,1295000.0,42.5287356321839,2024-04
T379,L034,ACC02,P008,2024-09-20,20000,850.0,17000000.0,Indiamart,2024-09-26,Converted,83,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,8000000.0,9000000.0,52.94117647058824,2024-09
T380,L036,ACC37,P007,2024-11-27,23000,747.0,17181000.0,Outbound,2024-08-24,Converted,67,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExMB50,Mixed Bed,350.0,8050000.0,9131000.0,53.14591700133868,2024-11
T381,L037,ACC17,P002,2024-04-26,15000,560.0,8400000.0,LinkedIn,2024-07-07,Converted,66,Cipla Ltd,Domestic,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,3750000.0,4650000.0,55.35714285714286,2024-04
T382,L039,ACC22,P006,2024-04-23,11500,630.0,7245000.0,Indiamart,2024-12-09,Converted,25,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14OH,Anion,350.0,4025000.0,3220000.0,44.44444444444444,2024-04
T383,L040,ACC44,P001,2024-05-22,25000,465.0,11625000.0,Referral,2024-06-29,Converted,94,Hindalco Industries,International,India,Agriculture,Enterprise,SuperExC18H,Cation,200.0,5000000.0,6625000.0,56.98924731182796,2024-05
T384,L041,ACC01,P005,2024-12-28,21000,870.0,18270000.0,LinkedIn,2024-01-04,Converted,97,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExA14Cl,Anion,500.0,10500000.0,7770000.0,42.5287356321839,2024-12
T385,L043,ACC29,P008,2024-03-30,10000,850.0,8500000.0,Website,2024-03-04,Converted,97,ONGC,Domestic,India,Mining,Mid-Market,SuperExMB60,Mixed Bed,400.0,4000000.0,4500000.0,52.94117647058824,2024-03
T386,L045,ACC29,P010,2024-12-06,7000,526.5,3685500.0,Outbound,2024-07-23,Converted,99,ONGC,Domestic,India,Mining,Mid-Market,SuperMENitrex,Media,290.0,2030000.0,1655500.0,44.91927825261159,2024-12
T387,L046,ACC20,P008,2024-05-02,21000,850.0,17850000.0,Website,2024-06-25,Converted,68,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExMB60,Mixed Bed,400.0,8400000.0,9450000.0,52.94117647058824,2024-05
T388,L018,ACC03,P010,2024-11-24,19000,526.5,10003500.0,Website,2024-04-05,Converted,84,Tata Power,Domestic,India,Energy,Mid-Market,SuperMENitrex,Media,290.0,5510000.0,4493500.0,44.91927825261159,2024-11
T389,L020,ACC37,P001,2024-10-16,9000,465.0,4185000.0,Referral,2024-04-12,Converted,87,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,1800000.0,2385000.0,56.98924731182796,2024-10
T390,L021,ACC09,P002,2024-01-31,12000,560.0,6720000.0,LinkedIn,2024-02-27,Converted,16,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExC18Na,Cation,250.0,3000000.0,3720000.0,55.35714285714286,2024-01
T391,L023,ACC35,P006,2024-05-20,16000,630.0,10080000.0,Website,2024-11-08,Converted,74,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExA14OH,Anion,350.0,5600000.0,4480000.0,44.44444444444444,2024-05
T392,L025,ACC33,P003,2024-04-23,10000,612.5,6125000.0,Outbound,2024-09-20,Converted,70,Atul Ltd,Domestic,India,Energy,Enterprise,EDMAXG,Mixed Bed,250.0,2500000.0,3625000.0,59.183673469387756,2024-04
T393,L026,ACC18,P005,2024-09-04,15500,870.0,13485000.0,Website,2024-06-23,Converted,40,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,7750000.0,5735000.0,42.5287356321839,2024-09
T394,L028,ACC38,P008,2024-12-08,18500,850.0,15725000.0,LinkedIn,2024-11-23,Converted,40,Biocon,International,Switzerland,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,7400000.0,8325000.0,52.94117647058824,2024-12
T395,L030,ACC47,P007,2024-05-16,16500,747.0,12325500.0,Website,2024-10-28,Converted,36,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExMB50,Mixed Bed,350.0,5775000.0,6550500.0,53.14591700133868,2024-05
T396,L031,ACC32,P002,2024-08-04,10000,560.0,5600000.0,Outbound,2024-07-27,Converted,81,Aarti Industries,International,USA,Chemicals,Enterprise,SuperExC18Na,Cation,250.0,2500000.0,3100000.0,55.35714285714286,2024-08
T397,L033,ACC47,P006,2024-01-21,5000,630.0,3150000.0,Website,2024-03-03,Converted,14,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExA14OH,Anion,350.0,1750000.0,1400000.0,44.44444444444444,2024-01
T398,L034,ACC48,P001,2024-10-24,24000,465.0,11160000.0,Indiamart,2024-09-26,Converted,83,Diageo India,International,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,4800000.0,6360000.0,56.98924731182796,2024-10
T399,L036,ACC12,P005,2024-08-08,23500,870.0,20445000.0,Outbound,2024-08-24,Converted,67,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExA14Cl,Anion,500.0,11750000.0,8695000.0,42.5287356321839,2024-08
T400,L037,ACC07,P008,2024-06-09,10500,850.0,8925000.0,LinkedIn,2024-07-07,Converted,66,Adani Group,Domestic,India,Infrastructure,Enterprise,SuperExMB60,Mixed Bed,400.0,4200000.0,4725000.0,52.94117647058824,2024-06
T401,L039,ACC36,P010,2024-09-05,15500,526.5,8160750.0,Indiamart,2024-12-09,Converted,25,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperMENitrex,Media,290.0,4495000.0,3665750.0,44.91927825261159,2024-09
T402,L040,ACC11,P001,2024-01-23,21000,465.0,9765000.0,Referral,2024-06-29,Converted,94,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExC18H,Cation,200.0,4200000.0,5565000.0,56.98924731182796,2024-01
T403,L041,ACC46,P003,2024-02-12,17500,612.5,10718750.0,LinkedIn,2024-01-04,Converted,97,ITC Limited,International,India,Oil & Gas,Enterprise,EDMAXG,Mixed Bed,250.0,4375000.0,6343750.0,59.183673469387756,2024-02
T404,L043,ACC21,P002,2024-12-06,3000,560.0,1680000.0,Website,2024-03-04,Converted,97,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18Na,Cation,250.0,750000.0,930000.0,55.35714285714286,2024-12
T405,L045,ACC43,P010,2024-01-27,8000,526.5,4212000.0,Outbound,2024-07-23,Converted,99,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperMENitrex,Media,290.0,2320000.0,1892000.0,44.91927825261159,2024-01
T406,L046,ACC36,P007,2024-05-09,10000,747.0,7470000.0,Website,2024-06-25,Converted,68,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExMB50,Mixed Bed,350.0,3500000.0,3970000.0,53.14591700133868,2024-05
T407,L001,ACC22,P004,2024-10-02,25000,573.5,14337500.0,LinkedIn,2024-01-10,Converted,85,Power Grid Corporation of India,International,USA,Pharma,Enterprise,EDMAXM,Mixed Bed,270.0,6750000.0,7587500.0,52.92066259808196,2024-10
T408,L002,ACC21,P006,2024-02-29,8000,630.0,5040000.0,Indiamart,2024-01-12,Converted,90,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExA14OH,Anion,350.0,2800000.0,2240000.0,44.44444444444444,2024-02
T409,L004,ACC02,P009,2024-02-27,16000,494.0,7904000.0,Referral,2024-01-20,Converted,75,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperMEIRM,Media,280.0,4480000.0,3424000.0,43.31983805668016,2024-02
T410,L006,ACC37,P005,2024-03-13,4500,870.0,3915000.0,Website,2024-02-05,Converted,88,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExA14Cl,Anion,500.0,2250000.0,1665000.0,42.5287356321839,2024-03
T411,L007,ACC17,P001,2024-11-26,10500,465.0,4882500.0,Indiamart,2024-02-10,Converted,92,Cipla Ltd,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,2100000.0,2782500.0,56.98924731182796,2024-11
T412,L009,ACC22,P007,2024-08-15,5000,747.0,3735000.0,Referral,2024-02-18,Converted,80,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExMB50,Mixed Bed,350.0,1750000.0,1985000.0,53.14591700133868,2024-08
T413,L011,ACC44,P004,2024-12-24,10500,573.5,6021750.0,Outbound,2024-03-01,Converted,82,Hindalco Industries,International,India,Agriculture,Enterprise,EDMAXM,Mixed Bed,270.0,2835000.0,3186750.0,52.92066259808196,2024-12
T414,L012,ACC01,P006,2024-01-13,22500,630.0,14175000.0,LinkedIn,2024-03-05,Converted,89,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExA14OH,Anion,350.0,7875000.0,6300000.0,44.44444444444444,2024-01
T415,L014,ACC29,P001,2024-08-23,15000,465.0,6975000.0,Indiamart,2024-03-15,Converted,77,ONGC,Domestic,India,Mining,Mid-Market,SuperExC18H,Cation,200.0,3000000.0,3975000.0,56.98924731182796,2024-08
T416,L015,ACC29,P005,2024-10-12,12500,870.0,10875000.0,Referral,2024-03-20,Converted,95,ONGC,Domestic,India,Mining,Mid-Market,SuperExA14Cl,Anion,500.0,6250000.0,4625000.0,42.5287356321839,2024-10
T417,L017,ACC20,P008,2024-12-08,19500,850.0,16575000.0,LinkedIn,2024-04-02,Converted,81,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExMB60,Mixed Bed,400.0,7800000.0,8775000.0,52.94117647058824,2024-12
T418,L018,ACC03,P010,2024-01-05,7500,526.5,3948750.0,Website,2024-04-05,Converted,84,Tata Power,Domestic,India,Energy,Mid-Market,SuperMENitrex,Media,290.0,2175000.0,1773750.0,44.91927825261159,2024-01
T419,L020,ACC37,P001,2024-05-25,10500,465.0,4882500.0,Referral,2024-04-12,Converted,87,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,2100000.0,2782500.0,56.98924731182796,2024-05
T420,L021,ACC09,P002,2024-08-18,8000,560.0,4480000.0,LinkedIn,2024-02-27,Converted,16,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExC18Na,Cation,250.0,2000000.0,2480000.0,55.35714285714286,2024-08
T421,L023,ACC35,P006,2024-11-03,17000,630.0,10710000.0,Website,2024-11-08,Converted,74,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExA14OH,Anion,350.0,5950000.0,4760000.0,44.44444444444444,2024-11
T422,L025,ACC33,P003,2024-05-11,24000,612.5,14700000.0,Outbound,2024-09-20,Converted,70,Atul Ltd,Domestic,India,Energy,Enterprise,EDMAXG,Mixed Bed,250.0,6000000.0,8700000.0,59.183673469387756,2024-05
T423,L026,ACC18,P005,2024-05-18,5500,870.0,4785000.0,Website,2024-06-23,Converted,40,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,2750000.0,2035000.0,42.5287356321839,2024-05
T424,L028,ACC38,P008,2024-01-15,7000,850.0,5950000.0,LinkedIn,2024-11-23,Converted,40,Biocon,International,Switzerland,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,2800000.0,3150000.0,52.94117647058824,2024-01
T425,L030,ACC47,P007,2024-05-09,5000,747.0,3735000.0,Website,2024-10-28,Converted,36,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExMB50,Mixed Bed,350.0,1750000.0,1985000.0,53.14591700133868,2024-05
T426,L031,ACC32,P002,2024-11-19,18500,560.0,10360000.0,Outbound,2024-07-27,Converted,81,Aarti Industries,International,USA,Chemicals,Enterprise,SuperExC18Na,Cation,250.0,4625000.0,5735000.0,55.35714285714286,2024-11
T427,L033,ACC47,P006,2024-11-21,11500,630.0,7245000.0,Website,2024-03-03,Converted,14,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExA14OH,Anion,350.0,4025000.0,3220000.0,44.44444444444444,2024-11
T428,L034,ACC48,P001,2024-03-04,19000,465.0,8835000.0,Indiamart,2024-09-26,Converted,83,Diageo India,International,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,3800000.0,5035000.0,56.98924731182796,2024-03
T429,L036,ACC12,P005,2024-12-26,23500,870.0,20445000.0,Outbound,2024-08-24,Converted,67,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExA14Cl,Anion,500.0,11750000.0,8695000.0,42.5287356321839,2024-12
T430,L037,ACC07,P008,2024-01-29,17000,850.0,14450000.0,LinkedIn,2024-07-07,Converted,66,Adani Group,Domestic,India,Infrastructure,Enterprise,SuperExMB60,Mixed Bed,400.0,6800000.0,7650000.0,52.94117647058824,2024-01
T431,L039,ACC36,P010,2024-12-10,11000,526.5,5791500.0,Indiamart,2024-12-09,Converted,25,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperMENitrex,Media,290.0,3190000.0,2601500.0,44.91927825261159,2024-12
T432,L040,ACC11,P001,2024-01-17,24000,465.0,11160000.0,Referral,2024-06-29,Converted,94,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExC18H,Cation,200.0,4800000.0,6360000.0,56.98924731182796,2024-01
T433,L041,ACC46,P002,2024-12-25,10000,560.0,5600000.0,LinkedIn,2024-01-04,Converted,97,ITC Limited,International,India,Oil & Gas,Enterprise,SuperExC18Na,Cation,250.0,2500000.0,3100000.0,55.35714285714286,2024-12
T434,L043,ACC21,P006,2024-10-15,9500,630.0,5985000.0,Website,2024-03-04,Converted,97,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExA14OH,Anion,350.0,3325000.0,2660000.0,44.44444444444444,2024-10
T435,L045,ACC43,P003,2024-11-06,15000,612.5,9187500.0,Outbound,2024-07-23,Converted,99,Jindal Stainless,Domestic,USA,Energy,Mid-Market,EDMAXG,Mixed Bed,250.0,3750000.0,5437500.0,59.183673469387756,2024-11
T436,L046,ACC36,P005,2024-12-14,12500,870.0,10875000.0,Website,2024-06-25,Converted,68,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,6250000.0,4625000.0,42.5287356321839,2024-12
T437,L001,ACC22,P008,2024-01-15,2500,850.0,2125000.0,LinkedIn,2024-01-10,Converted,85,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,1000000.0,1125000.0,52.94117647058824,2024-01
T438,L002,ACC21,P007,2024-02-27,5000,747.0,3735000.0,Indiamart,2024-01-12,Converted,90,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExMB50,Mixed Bed,350.0,1750000.0,1985000.0,53.14591700133868,2024-02
T439,L004,ACC02,P002,2024-10-11,6000,560.0,3360000.0,Referral,2024-01-20,Converted,75,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperExC18Na,Cation,250.0,1500000.0,1860000.0,55.35714285714286,2024-10
T440,L006,ACC37,P006,2024-04-02,8500,630.0,5355000.0,Website,2024-02-05,Converted,88,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExA14OH,Anion,350.0,2975000.0,2380000.0,44.44444444444444,2024-04
T441,L007,ACC17,P001,2024-01-10,4000,465.0,1860000.0,Indiamart,2024-02-10,Converted,92,Cipla Ltd,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,800000.0,1060000.0,56.98924731182796,2024-01
T442,L009,ACC22,P005,2024-04-18,16500,870.0,14355000.0,Referral,2024-02-18,Converted,80,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,8250000.0,6105000.0,42.5287356321839,2024-04
T443,L011,ACC44,P008,2024-01-30,13000,850.0,11050000.0,Outbound,2024-03-01,Converted,82,Hindalco Industries,International,India,Agriculture,Enterprise,SuperExMB60,Mixed Bed,400.0,5200000.0,5850000.0,52.94117647058824,2024-01
T444,L012,ACC01,P010,2024-12-30,7000,526.5,3685500.0,LinkedIn,2024-03-05,Converted,89,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperMENitrex,Media,290.0,2030000.0,1655500.0,44.91927825261159,2024-12
T445,L014,ACC29,P008,2024-02-26,16000,850.0,13600000.0,Indiamart,2024-03-15,Converted,77,ONGC,Domestic,India,Mining,Mid-Market,SuperExMB60,Mixed Bed,400.0,6400000.0,7200000.0,52.94117647058824,2024-02
T446,L015,ACC29,P010,2024-11-22,24500,526.5,12899250.0,Referral,2024-03-20,Converted,95,ONGC,Domestic,India,Mining,Mid-Market,SuperMENitrex,Media,290.0,7105000.0,5794250.0,44.91927825261159,2024-11
T447,L017,ACC20,P001,2024-10-25,17000,465.0,7905000.0,LinkedIn,2024-04-02,Converted,81,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExC18H,Cation,200.0,3400000.0,4505000.0,56.98924731182796,2024-10
T448,L018,ACC03,P002,2024-04-23,22000,560.0,12320000.0,Website,2024-04-05,Converted,84,Tata Power,Domestic,India,Energy,Mid-Market,SuperExC18Na,Cation,250.0,5500000.0,6820000.0,55.35714285714286,2024-04
T449,L020,ACC37,P006,2024-01-09,20500,630.0,12915000.0,Referral,2024-04-12,Converted,87,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExA14OH,Anion,350.0,7175000.0,5740000.0,44.44444444444444,2024-01
T450,L021,ACC09,P003,2024-01-08,24500,612.5,15006250.0,LinkedIn,2024-02-27,Converted,16,Vedanta Ltd,Domestic,India,Mining,Mid-Market,EDMAXG,Mixed Bed,250.0,6125000.0,8881250.0,59.183673469387756,2024-01
T451,L023,ACC35,P005,2024-03-25,23000,870.0,20010000.0,Website,2024-11-08,Converted,74,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExA14Cl,Anion,500.0,11500000.0,8510000.0,42.5287356321839,2024-03
T452,L025,ACC33,P008,2024-02-11,9000,850.0,7650000.0,Outbound,2024-09-20,Converted,70,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExMB60,Mixed Bed,400.0,3600000.0,4050000.0,52.94117647058824,2024-02
T453,L026,ACC18,P007,2024-09-18,24000,747.0,17928000.0,Website,2024-06-23,Converted,40,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExMB50,Mixed Bed,350.0,8400000.0,9528000.0,53.14591700133868,2024-09
T454,L028,ACC38,P002,2024-12-26,5500,560.0,3080000.0,LinkedIn,2024-11-23,Converted,40,Biocon,International,Switzerland,Pharma,Enterprise,SuperExC18Na,Cation,250.0,1375000.0,1705000.0,55.35714285714286,2024-12
T455,L030,ACC47,P006,2024-07-30,12500,630.0,7875000.0,Website,2024-10-28,Converted,36,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExA14OH,Anion,350.0,4375000.0,3500000.0,44.44444444444444,2024-07
T456,L031,ACC32,P001,2024-09-23,13500,465.0,6277500.0,Outbound,2024-07-27,Converted,81,Aarti Industries,International,USA,Chemicals,Enterprise,SuperExC18H,Cation,200.0,2700000.0,3577500.0,56.98924731182796,2024-09
T457,L033,ACC47,P005,2024-08-06,6000,870.0,5220000.0,Website,2024-03-03,Converted,14,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExA14Cl,Anion,500.0,3000000.0,2220000.0,42.5287356321839,2024-08
T458,L034,ACC48,P008,2024-04-28,7000,850.0,5950000.0,Indiamart,2024-09-26,Converted,83,Diageo India,International,India,Pharma,Mid-Market,SuperExMB60,Mixed Bed,400.0,2800000.0,3150000.0,52.94117647058824,2024-04
T459,L036,ACC12,P010,2024-06-10,8500,526.5,4475250.0,Outbound,2024-08-24,Converted,67,Dow Chemical,International,USA,Chemicals,Enterprise,SuperMENitrex,Media,290.0,2465000.0,2010250.0,44.91927825261159,2024-06
T460,L037,ACC07,P001,2024-04-06,4500,465.0,2092500.0,LinkedIn,2024-07-07,Converted,66,Adani Group,Domestic,India,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,900000.0,1192500.0,56.98924731182796,2024-04
T461,L039,ACC36,P003,2024-01-19,4000,612.5,2450000.0,Indiamart,2024-12-09,Converted,25,Lupin Limited,International,USA,Oil & Gas,Enterprise,EDMAXG,Mixed Bed,250.0,1000000.0,1450000.0,59.183673469387756,2024-01
T462,L040,ACC11,P002,2024-06-23,3000,560.0,1680000.0,Referral,2024-06-29,Converted,94,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExC18Na,Cation,250.0,750000.0,930000.0,55.35714285714286,2024-06
T463,L041,ACC46,P010,2024-03-09,10500,526.5,5528250.0,LinkedIn,2024-01-04,Converted,97,ITC Limited,International,India,Oil & Gas,Enterprise,SuperMENitrex,Media,290.0,3045000.0,2483250.0,44.91927825261159,2024-03
T464,L043,ACC21,P007,2024-04-24,21500,747.0,16060500.0,Website,2024-03-04,Converted,97,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExMB50,Mixed Bed,350.0,7525000.0,8535500.0,53.14591700133868,2024-04
T465,L045,ACC43,P004,2024-03-31,16500,573.5,9462750.0,Outbound,2024-07-23,Converted,99,Jindal Stainless,Domestic,USA,Energy,Mid-Market,EDMAXM,Mixed Bed,270.0,4455000.0,5007750.0,52.92066259808196,2024-03
T466,L046,ACC36,P006,2024-04-09,12500,630.0,7875000.0,Website,2024-06-25,Converted,68,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14OH,Anion,350.0,4375000.0,3500000.0,44.44444444444444,2024-04
T467,L001,ACC22,P009,2024-09-16,16500,494.0,8151000.0,LinkedIn,2024-01-10,Converted,85,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperMEIRM,Media,280.0,4620000.0,3531000.0,43.31983805668016,2024-09
T468,L002,ACC21,P005,2024-12-24,10500,870.0,9135000.0,Indiamart,2024-01-12,Converted,90,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExA14Cl,Anion,500.0,5250000.0,3885000.0,42.5287356321839,2024-12
T469,L004,ACC02,P001,2024-04-16,21000,465.0,9765000.0,Referral,2024-01-20,Converted,75,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperExC18H,Cation,200.0,4200000.0,5565000.0,56.98924731182796,2024-04
T470,L006,ACC37,P007,2024-09-08,6000,747.0,4482000.0,Website,2024-02-05,Converted,88,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExMB50,Mixed Bed,350.0,2100000.0,2382000.0,53.14591700133868,2024-09
T471,L007,ACC17,P004,2024-06-23,15000,573.5,8602500.0,Indiamart,2024-02-10,Converted,92,Cipla Ltd,Domestic,India,Pharma,Mid-Market,EDMAXM,Mixed Bed,270.0,4050000.0,4552500.0,52.92066259808196,2024-06
T472,L009,ACC22,P006,2024-11-28,20500,630.0,12915000.0,Referral,2024-02-18,Converted,80,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14OH,Anion,350.0,7175000.0,5740000.0,44.44444444444444,2024-11
T473,L011,ACC44,P001,2024-04-25,4500,465.0,2092500.0,Outbound,2024-03-01,Converted,82,Hindalco Industries,International,India,Agriculture,Enterprise,SuperExC18H,Cation,200.0,900000.0,1192500.0,56.98924731182796,2024-04
T474,L012,ACC01,P005,2024-09-26,5500,870.0,4785000.0,LinkedIn,2024-03-05,Converted,89,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExA14Cl,Anion,500.0,2750000.0,2035000.0,42.5287356321839,2024-09
T475,L014,ACC29,P008,2024-06-11,6500,850.0,5525000.0,Indiamart,2024-03-15,Converted,77,ONGC,Domestic,India,Mining,Mid-Market,SuperExMB60,Mixed Bed,400.0,2600000.0,2925000.0,52.94117647058824,2024-06
T476,L015,ACC29,P010,2024-02-10,13500,526.5,7107750.0,Referral,2024-03-20,Converted,95,ONGC,Domestic,India,Mining,Mid-Market,SuperMENitrex,Media,290.0,3915000.0,3192750.0,44.91927825261159,2024-02
T477,L017,ACC20,P001,2024-05-31,15000,465.0,6975000.0,LinkedIn,2024-04-02,Converted,81,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExC18H,Cation,200.0,3000000.0,3975000.0,56.98924731182796,2024-05
T478,L018,ACC03,P002,2024-04-25,6000,560.0,3360000.0,Website,2024-04-05,Converted,84,Tata Power,Domestic,India,Energy,Mid-Market,SuperExC18Na,Cation,250.0,1500000.0,1860000.0,55.35714285714286,2024-04
T479,L020,ACC37,P006,2024-03-20,11500,630.0,7245000.0,Referral,2024-04-12,Converted,87,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExA14OH,Anion,350.0,4025000.0,3220000.0,44.44444444444444,2024-03
T480,L021,ACC09,P003,2024-11-14,21000,612.5,12862500.0,LinkedIn,2024-02-27,Converted,16,Vedanta Ltd,Domestic,India,Mining,Mid-Market,EDMAXG,Mixed Bed,250.0,5250000.0,7612500.0,59.183673469387756,2024-11
T481,L023,ACC35,P005,2024-06-02,5500,870.0,4785000.0,Website,2024-11-08,Converted,74,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExA14Cl,Anion,500.0,2750000.0,2035000.0,42.5287356321839,2024-06
T482,L025,ACC33,P008,2024-06-12,21000,850.0,17850000.0,Outbound,2024-09-20,Converted,70,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExMB60,Mixed Bed,400.0,8400000.0,9450000.0,52.94117647058824,2024-06
